rental_id,equipment_id,site_id,operator_id,check_in_date,check_out_date,engine_hours_per_day,idle_hours_per_day,rental_days,is_overdue,anomaly_flag
1249,EQX1067,S003,OP144,2025-11-05,2025-11-10,5.14,2.66,5,False,
1250,EQX1077,S006,OP121,2025-11-05,2025-11-10,0.96,5.19,5,False,Under-utilised
1251,EQX1090,S003,OP131,2025-11-05,2025-11-10,9.49,2.31,26,False,
1252,EQX1104,S001,OP109,2025-11-05,2025-11-10,4.01,3.92,8,False,
1253,EQX1020,S002,OP142,2025-11-06,2025-11-10,4.07,3.14,11,False,
1254,EQX1070,S010,OP109,2025-11-06,2025-11-17,7.59,1.81,7,True,Overdue Equipment
1255,EQX1022,S004,OP121,2025-11-11,2025-11-17,5.68,2.03,39,False,
1256,EQX1032,S002,OP101,2025-11-11,2025-11-17,9.15,0.87,19,False,
1257,EQX1073,S010,OP123,2025-11-11,2025-11-24,4.31,2.57,20,False,
1258,EQX1100,S009,OP104,2025-11-11,2025-11-17,4.71,3.65,32,False,
1259,EQX1119,S003,OP138,2025-11-11,2025-12-08,6.37,3.5,13,True,Overdue Equipment
1260,EQX1043,S002,OP122,2025-11-12,2025-11-17,6.43,4.33,34,False,
1261,EQX1055,S003,OP126,2025-11-12,2025-11-24,8.51,1.76,24,False,
1262,EQX1059,S006,OP119,2025-11-12,2025-11-17,4.09,2.07,22,False,
1263,EQX1091,S007,OP130,2025-11-12,2025-11-24,4.24,2.92,21,False,
1264,EQX1107,S004,OP117,2025-11-12,2025-11-17,1.39,6.77,8,False,Under-utilised
1265,EQX1006,S009,OP121,2025-11-13,2025-11-17,5.26,3.99,26,False,
1266,EQX1013,S001,OP127,2025-11-13,2025-12-15,5.26,2.99,42,False,
1267,EQX1053,S003,OP142,2025-11-13,2025-12-01,9.43,1.12,24,False,
1268,EQX1083,S006,OP137,2025-11-13,2025-11-17,5.29,2.2,19,False,
1269,EQX1103,S010,OP128,2025-11-13,2025-11-17,6.79,2.19,7,False,
1270,EQX1032,S004,OP141,2025-11-18,2025-12-01,4.65,2.59,35,False,
1271,EQX1109,S008,OP134,2025-11-18,2025-11-24,2.38,9.14,17,False,High Idle Time
1272,EQX1036,S007,OP125,2025-11-20,2025-12-01,2.15,7.52,26,False,
1273,EQX1039,S010,OP105,2025-11-20,2025-12-22,6.07,3.75,33,False,
1274,EQX1041,S001,,2025-11-20,2025-12-01,7.85,1.85,13,False,Missing Operator
1275,EQX1057,S010,OP125,2025-11-20,2025-11-24,8.15,1.54,12,False,
1276,EQX1037,S001,OP137,2025-11-25,2025-12-15,8.03,2.0,15,True,Overdue Equipment
1277,EQX1047,S009,OP101,2025-11-25,2025-12-22,4.99,2.88,27,True,Overdue Equipment
1278,EQX1055,S004,OP114,2025-11-25,2025-12-15,6.84,1.02,21,False,
1279,EQX1073,S006,OP138,2025-11-25,2025-12-15,6.39,2.62,4,True,Overdue Equipment
1280,EQX1103,S006,OP101,2025-11-25,2025-12-01,1.45,8.59,18,False,High Idle Time
1281,EQX1118,S003,OP143,2025-11-25,2025-12-08,6.14,2.89,13,False,
1282,EQX1008,S003,OP130,2025-11-26,2025-12-08,7.26,1.89,25,False,
1283,EQX1028,S001,OP131,2025-11-26,2025-12-15,5.88,3.92,34,False,
1284,EQX1054,S001,OP108,2025-11-26,2025-12-01,8.78,2.17,27,False,
1285,EQX1081,S008,OP131,2025-11-26,2025-12-08,7.98,0.6,22,False,
1286,EQX1096,S010,OP127,2025-11-26,2025-12-01,6.67,1.96,31,False,
1287,EQX1014,S004,OP109,2025-11-27,2025-12-08,0.7,9.15,34,False,High Idle Time
1288,EQX1029,S007,OP112,2025-11-27,2025-12-08,2.01,9.4,22,False,High Idle Time
1289,EQX1035,S001,OP144,2025-11-27,2025-12-15,4.67,4.39,33,False,
1290,EQX1052,S008,OP103,2025-11-27,2025-12-01,4.46,2.5,26,False,
1291,EQX1060,S009,OP145,2025-11-27,2025-12-01,6.96,3.11,21,False,
1292,EQX1075,S003,OP133,2025-11-27,2025-12-01,4.9,4.11,15,False,
1293,EQX1120,S004,OP129,2025-11-27,2025-12-01,8.25,1.67,10,False,
1294,EQX1006,S008,OP133,2025-12-02,2025-12-22,9.32,2.45,12,True,Overdue Equipment
1295,EQX1015,S004,OP131,2025-12-02,2025-12-08,6.18,4.12,33,False,
1296,EQX1054,S002,OP130,2025-12-02,2025-12-08,6.75,1.88,27,False,
1297,EQX1056,S010,OP110,2025-12-02,2025-12-15,6.04,3.43,13,False,
1298,EQX1060,S004,OP137,2025-12-02,2025-12-15,4.46,2.54,23,False,
1299,EQX1074,S004,OP102,2025-12-02,2025-12-15,5.25,3.9,20,False,
1300,EQX1088,S004,OP128,2025-12-02,2025-12-08,1.52,7.71,30,False,Under-utilised
1301,EQX1099,S002,OP125,2025-12-02,2025-12-08,5.43,4.35,7,False,
1302,EQX1010,S001,OP143,2025-12-03,2025-12-15,8.86,0.58,25,False,
1303,EQX1017,S010,OP123,2025-12-03,2025-12-08,5.98,3.94,30,False,
1304,EQX1032,S005,OP102,2025-12-03,2025-12-22,6.61,4.05,35,False,
1305,EQX1089,S008,OP118,2025-12-03,2025-12-15,5.04,2.91,23,False,
1306,EQX1050,S002,OP129,2025-12-04,2025-12-15,5.97,2.99,25,False,
1307,EQX1069,S001,OP144,2025-12-04,2025-12-08,4.53,2.0,10,False,
1308,EQX1085,S008,OP112,2025-12-04,2025-12-22,6.49,3.92,8,True,Overdue Equipment
1309,EQX1110,S007,OP103,2025-12-04,2025-12-08,2.27,6.05,21,False,
1310,EQX1057,S009,OP102,2025-12-09,2025-12-15,6.49,3.6,19,False,
1311,EQX1063,S003,OP141,2025-12-09,2025-12-15,5.86,2.06,10,False,
1312,EQX1064,S003,OP138,2025-12-09,2025-12-15,4.47,3.03,23,False,
1313,EQX1112,S001,OP114,2025-12-09,2025-12-15,0.93,5.32,11,False,Under-utilised
1314,EQX1003,S001,OP124,2025-12-10,2025-12-22,6.6,3.33,26,False,
1315,EQX1038,S001,OP117,2025-12-10,2026-01-03,5.29,3.65,24,False,
1316,EQX1045,S004,OP111,2025-12-10,2025-12-15,0.93,9.06,26,False,High Idle Time
1317,EQX1053,S004,OP119,2025-12-10,2025-12-15,6.21,2.22,9,False,
1318,EQX1054,S001,OP103,2025-12-10,2025-12-22,1.88,6.63,13,False,
1319,EQX1103,S008,OP120,2025-12-10,2025-12-15,4.88,2.41,5,False,
1320,EQX1113,S008,OP115,2025-12-10,2025-12-26,7.29,1.49,16,True,Overdue Equipment
1321,EQX1008,S001,OP105,2025-12-11,2025-12-26,6.2,3.49,15,True,Overdue Equipment
1322,EQX1016,S005,OP122,2025-12-11,2025-12-15,7.79,1.83,21,False,
1323,EQX1029,S006,OP139,2025-12-11,2026-01-07,4.97,4.32,27,False,
1324,EQX1051,S003,OP105,2025-12-11,2025-12-15,2.78,8.0,27,False,High Idle Time
1325,EQX1062,S009,OP122,2025-12-11,2025-12-22,6.8,4.25,25,False,
1326,EQX1109,S004,OP142,2025-12-11,2025-12-15,2.89,9.11,14,False,High Idle Time
1327,EQX1117,S004,OP129,2025-12-11,2025-12-15,4.6,3.35,16,False,
1328,EQX1118,S009,OP133,2025-12-11,2025-12-15,6.32,3.24,19,False,
1329,EQX1026,S008,OP133,2025-12-16,2025-12-22,6.99,3.13,11,False,
1330,EQX1037,S008,OP133,2025-12-16,2025-12-22,8.63,1.23,18,False,
1331,EQX1050,S005,OP124,2025-12-16,2026-01-12,5.89,4.39,27,False,
1332,EQX1066,S007,OP115,2025-12-16,2026-01-05,5.12,3.16,20,False,
1333,EQX1069,S010,OP102,2025-12-16,2025-12-22,5.19,3.06,5,True,Overdue Equipment
1334,EQX1081,S004,OP119,2025-12-16,2026-01-03,6.96,2.79,18,False,
1335,EQX1009,S009,,2025-12-17,2026-01-22,6.38,2.53,36,False,Missing Operator
1336,EQX1012,S003,OP114,2025-12-17,2026-01-13,1.39,5.5,27,False,
1337,EQX1065,S002,OP133,2025-12-17,2025-12-27,6.6,2.1,10,True,Overdue Equipment
1338,EQX1089,S001,OP115,2025-12-17,2026-01-19,6.38,3.88,33,False,
1339,EQX1092,S003,OP114,2025-12-17,2025-12-22,6.8,4.19,7,False,
1340,EQX1023,S008,OP101,2025-12-18,2026-01-17,8.82,2.14,30,False,
1341,EQX1034,S007,OP144,2025-12-18,2025-12-22,4.36,2.84,20,False,
1342,EQX1072,S010,OP105,2025-12-18,2025-12-22,2.4,8.49,19,False,High Idle Time
1343,EQX1074,S001,OP129,2025-12-18,2026-01-03,0.97,9.36,16,False,High Idle Time
1344,EQX1077,S010,OP113,2025-12-18,2026-01-06,6.23,2.8,19,False,
1345,EQX1095,S009,,2025-12-18,2025-12-28,5.08,2.87,10,False,Missing Operator
1346,EQX1018,S003,OP128,2025-12-23,2026-01-23,7.43,1.79,31,False,
1347,EQX1021,S010,OP125,2025-12-23,2026-01-31,0.52,5.07,39,False,Under-utilised
1348,EQX1044,S003,OP138,2025-12-23,2026-01-14,6.1,3.52,22,False,
1349,EQX1068,S008,OP120,2025-12-23,2026-01-03,1.04,7.17,11,False,Under-utilised
1350,EQX1087,S007,OP132,2025-12-23,2026-01-27,2.13,7.6,35,False,
1351,EQX1051,S008,OP128,2025-12-24,2026-01-21,1.35,5.71,28,False,Under-utilised
1352,EQX1060,S002,OP105,2025-12-24,2026-01-20,8.97,2.21,27,False,
1353,EQX1101,S001,OP128,2025-12-24,2026-01-23,7.87,1.67,30,False,
1354,EQX1067,S002,OP140,2025-12-25,2026-01-12,9.05,1.34,18,False,
1355,EQX1069,S002,OP131,2025-12-25,2026-01-06,6.28,2.74,12,False,
1356,EQX1085,S004,OP116,2025-12-25,2026-01-22,6.22,2.78,28,False,
1357,EQX1094,S004,OP145,2025-12-25,2026-01-14,8.97,1.86,20,False,
1358,EQX1105,S007,OP105,2025-12-25,2026-01-01,4.94,3.81,7,False,
1359,EQX1111,S008,OP127,2025-12-25,2026-01-03,5.0,2.68,9,False,
